message,label
CONGRATULATIONS! Your computer is running slow. Download our optimizer for instant speed boost!,spam
Let's schedule a call to discuss the new feature requirements.,ham
SPECIAL PROMOTION! Attention: Your tax refund of $100 is pending. Submit your details now.,spam
FREE! Your PayPal subscription is expiring. Renew now to avoid losing access: http://tinyurl.com/abc456,spam
ACTION REQUIRED! Join millions of satisfied users! Try brain supplement risk-free for 30 days.,spam
I'm thinking of getting a new laptop. Any suggestions? PS: Don't forget to submit your timesheet.,ham
WINNER! You are one step away from financial freedom! Learn our secret trading strategy.,spam
Could you pick up some groceries on your way home? We need milk and bread.,ham
WINNER! WARNING: Virus detected on your device. Download our security tool immediately.,spam
The neighbors are having a party this Saturday. We're invited!,ham
EXCLUSIVE OFFER! WARNING: Virus detected on your device. Download our security tool immediately.,spam
FINAL NOTICE! Free iPhone giveaway! Be one of the first 100 to register and win!,spam
Great presentation today! The client seemed really impressed with the proposal. See you at the standup tomorrow.,ham
The flight is confirmed for July 15th. I'll forward you the itinerary.,ham
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant. Talk soon!",ham
We should catch up soon. It's been ages since we last hung out!,ham
ACTION REQUIRED! You've received a confidential document. Sign in with your email to view it.,spam
I'll be working from home tomorrow. You can reach me on Slack or email.,ham
I need to renew my passport. Do you know how long it takes?,ham
Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
EXCLUSIVE OFFER! Get rich quick! Follow our simple 3-step system to make $1000 weekly.,spam
Your lottery ticket has won $50000! Contact our claims department immediately.,spam
Just finished the sprint retrospective notes. Sharing with the team now.,ham
The yoga class starts at 7 AM. Want to join me tomorrow?,ham
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday.,ham
Adult content: Explicit material waiting for you. Click to view now.,spam
"ALERT! Download free movies, music, and software. Unlimited access with premium membership!",spam
Did you see the game last night? What an incredible finish!,ham
Just checking in — how are you feeling? I hope you're getting better. Talk soon!,ham
The AC in the conference room is broken again. I've filed a maintenance request.,ham
URGENT: Your account has been compromised. Verify your identity immediately at http://tinyurl.com/abc456,spam
Congratulations on the promotion! You definitely deserved it.,ham
Your Amazon subscription is expiring. Renew now to avoid losing access: http://tinyurl.com/abc456,spam
WINNER! Your inheritance of $500 is ready. Contact our lawyer to process your claim.,spam
"FINAL NOTICE! Dear winner, you are the lucky recipient of $50000. Send your bank details to claim.",spam
URGENT! You've been chosen for an exclusive credit card with $500 limit. Pre-approved!,spam
"Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Join millions of satisfied users! Try VPN service risk-free for 30 days.,spam
The kids' school play is next Thursday at 6 PM. Can you make it?,ham
Can you help me move this Saturday? I'll buy pizza and beer.,ham
Great presentation today! The client seemed really impressed with the proposal.,ham
SPECIAL PROMOTION! Adult content: Explicit material waiting for you. Click to view now.,spam
"CLAIM YOUR PRIZE! Dear customer, your HSBC card ending in 4532 has unusual activity. Call us now.",spam
"Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets.,ham
"Do you know any good plumbers? Our kitchen sink is leaking again. By the way, the coffee machine is fixed.",ham
You've been chosen for an exclusive credit card with $5000 limit. Pre-approved!,spam
ALERT! Congratulations! You've won a $50000 gift card. Click here to claim now!,spam
The gym is offering a discount for annual memberships. Interested? PS: Don't forget to submit your timesheet.,ham
WARNING: Virus detected on your device. Download our security tool immediately.,spam
Sorry I missed your call. I was in a meeting. What did you need? See you at the standup tomorrow.,ham
Sorry I missed your call. I was in a meeting. What did you need?,ham
Thanks for your help with the report. I really appreciate it!,ham
The quarterly report is due next week. I'll need your section by Monday. See you at the standup tomorrow.,ham
CLAIM YOUR PRIZE! URGENT: Your account has been compromised. Verify your identity immediately at http://tinyurl.com/abc456,spam
CONGRATULATIONS! ALERT: Your Wells Fargo account will be suspended unless you update your information now.,spam
Please find attached the invoice for last month's services. Let me know your thoughts when you get a chance.,ham
"The yoga class starts at 7 AM. Want to join me tomorrow? Also, did you check the latest pull request?",ham
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant.",ham
Adult content: Explicit material waiting for you. Click to view now.,spam
FINAL NOTICE! Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
FINAL WARNING: Pay your outstanding balance of $1000000 or face legal action.,spam
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend! Looking forward to hearing from you.,ham
Hot singles in your area are waiting to meet you! Click here to join free.,spam
Do you know any good plumbers? Our kitchen sink is leaking again.,ham
Congratulations on the promotion! You definitely deserved it.,ham
I updated the API documentation. Can you review the new endpoints?,ham
FINAL NOTICE! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
I loved the photos from your trip! Japan looks absolutely beautiful.,ham
Your computer is running slow. Download our optimizer for instant speed boost!,spam
Sorry I missed your call. I was in a meeting. What did you need?,ham
You are one step away from financial freedom! Learn our secret trading strategy.,spam
DON'T MISS OUT! Investment opportunity: 500% returns guaranteed. Minimum investment just $10000.,spam
Your computer is running slow. Download our optimizer for instant speed boost!,spam
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,ham
The quarterly report is due next week. I'll need your section by Monday.,ham
Your computer is running slow. Download our optimizer for instant speed boost!,spam
Do you know any good plumbers? Our kitchen sink is leaking again.,ham
FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
The neighbors are having a party this Saturday. We're invited! PS: Don't forget to submit your timesheet.,ham
The AC in the conference room is broken again. I've filed a maintenance request. See you at the standup tomorrow.,ham
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant.",ham
Just saw the news about the company merger. What do you think about it?,ham
EXCLUSIVE OFFER! ALERT: Your Citibank account will be suspended unless you update your information now.,spam
The quarterly report is due next week. I'll need your section by Monday.,ham
Your Microsoft account has been locked. Click here to unlock: http://prize-claim.org/winner,spam
Reminder: team lunch is on Friday. We're going to that Italian place.,ham
Great presentation today! The client seemed really impressed with the proposal.,ham
I updated the API documentation. Can you review the new endpoints? See you at the standup tomorrow.,ham
Please find attached the invoice for last month's services.,ham
I updated the API documentation. Can you review the new endpoints?,ham
I updated the API documentation. Can you review the new endpoints?,ham
ACTION REQUIRED! WARNING: Virus detected on your device. Download our security tool immediately.,spam
"Download free movies, music, and software. Unlimited access with premium membership!",spam
Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
Are we still on for coffee this afternoon? I'll be at the usual place.,ham
Can you review the document I shared and provide feedback by end of day? See you at the standup tomorrow.,ham
Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
Your package arrived today. I left it on the kitchen counter. Cheers!,ham
"Hi, I'm a Nigerian prince and I need your help to transfer $500. You'll get 30%.",spam
"The weather looks great this weekend. Want to go hiking? Also, did you check the latest pull request?",ham
Just checking in — how are you feeling? I hope you're getting better.,ham
The code deployment went smoothly. All tests are passing in production.,ham
WARNING! Free iPhone giveaway! Be one of the first 100 to register and win!,spam
The code deployment went smoothly. All tests are passing in production.,ham
The kids' school play is next Thursday at 6 PM. Can you make it?,ham
Your computer is running slow. Download our optimizer for instant speed boost!,spam
"Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
FINAL NOTICE! SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
Your lottery ticket has won $100! Contact our claims department immediately.,spam
Work from home and earn $500/month. Join our team of successful entrepreneurs!,spam
The weather looks great this weekend. Want to go hiking? Talk soon!,ham
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday.,ham
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend! Looking forward to hearing from you.,ham
Can you review the document I shared and provide feedback by end of day? See you at the standup tomorrow.,ham
"The kids' school play is next Thursday at 6 PM. Can you make it? Also, did you check the latest pull request?",ham
SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
The gym is offering a discount for annual memberships. Interested? Have a great evening!,ham
The AC in the conference room is broken again. I've filed a maintenance request.,ham
ALERT! Hot singles in your area are waiting to meet you! Click here to join free.,spam
VERIFY YOUR ACCOUNT! You are one step away from financial freedom! Learn our secret trading strategy.,spam
Just wanted to follow up on our meeting yesterday. Can you send me the notes? Talk soon!,ham
I'll be on vacation next week. Sarah will handle my tasks while I'm away. Hope your week is going well!,ham
Sorry I missed your call. I was in a meeting. What did you need? See you at the standup tomorrow.,ham
Just finished the sprint retrospective notes. Sharing with the team now.,ham
Just saw the news about the company merger. What do you think about it?,ham
ACTION REQUIRED! Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
"Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Reminder: your dentist appointment is tomorrow at 10 AM.,ham
The quarterly report is due next week. I'll need your section by Monday. Have a great evening!,ham
FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
Your computer is running slow. Download our optimizer for instant speed boost!,spam
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant. PS: Don't forget to submit your timesheet.",ham
Do you know any good plumbers? Our kitchen sink is leaking again. Cheers!,ham
Please find attached the invoice for last month's services.,ham
I've submitted the code review. A few minor comments but overall looks great.,ham
Join millions of satisfied users! Try brain supplement risk-free for 30 days.,spam
I'll be working from home tomorrow. You can reach me on Slack or email. Looking forward to hearing from you.,ham
WARNING! Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
Reminder: your dentist appointment is tomorrow at 10 AM.,ham
"ACT NOW! Dear customer, your Wells Fargo card ending in 4532 has unusual activity. Call us now.",spam
Your package arrived today. I left it on the kitchen counter. Looking forward to hearing from you.,ham
DON'T MISS OUT! Investment opportunity: 500% returns guaranteed. Minimum investment just $50000.,spam
Shocking news: Celebrity reveals weight loss secret. Doctors hate this trick!,spam
The project deadline has been extended to next Friday. Let me know if you need help. Let me know your thoughts when you get a chance.,ham
I loved the photos from your trip! Japan looks absolutely beautiful. Cheers!,ham
You have been selected for a special offer! Get brain supplement for FREE. Limited time only!,spam
The code deployment went smoothly. All tests are passing in production. Let me know your thoughts when you get a chance.,ham
The weather looks great this weekend. Want to go hiking? PS: Don't forget to submit your timesheet.,ham
WINNER! Your computer is running slow. Download our optimizer for instant speed boost!,spam
Lose weight fast without diet or exercise! Try this one weird trick.,spam
Reminder: team lunch is on Friday. We're going to that Italian place.,ham
I've submitted the code review. A few minor comments but overall looks great. Let me know your thoughts when you get a chance.,ham
Did you see the game last night? What an incredible finish! Talk soon!,ham
CONGRATULATIONS! Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
Get a diploma from a prestigious university! No classes required. Apply today.,spam
I'll be on vacation next week. Sarah will handle my tasks while I'm away.,ham
"Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets. Also, did you check the latest pull request?",ham
Your package arrived today. I left it on the kitchen counter. Hope your week is going well!,ham
Sorry I missed your call. I was in a meeting. What did you need? Talk soon!,ham
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend! Looking forward to hearing from you.,ham
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets. PS: Don't forget to submit your timesheet.,ham
Reminder: team lunch is on Friday. We're going to that Italian place.,ham
URGENT: Wire transfer of $1000000 received in your name. Confirm identity to release funds.,spam
Thanks for the recommendation letter. It means a lot to me.,ham
I'm thinking of getting a new laptop. Any suggestions?,ham
FINAL NOTICE! Free iPhone giveaway! Be one of the first 100 to register and win!,spam
IMPORTANT NOTICE! Your Google subscription is expiring. Renew now to avoid losing access: http://tinyurl.com/abc456,spam
Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
ALERT! You are one step away from financial freedom! Learn our secret trading strategy.,spam
Did you see the game last night? What an incredible finish!,ham
Your lottery ticket has won $5000! Contact our claims department immediately.,spam
Movie night tonight? I was thinking we could watch that new thriller.,ham
The AC in the conference room is broken again. I've filed a maintenance request.,ham
Free trial expired. Update your payment to continue using Microsoft.,spam
The dog needs to go to the vet for his annual checkup. Can you take him?,ham
ACTION REQUIRED! You've received a confidential document. Sign in with your email to view it.,spam
ALERT: Your HSBC account will be suspended unless you update your information now.,spam
"SECURITY UPDATE! Dear customer, your Chase card ending in 4532 has unusual activity. Call us now.",spam
The quarterly report is due next week. I'll need your section by Monday.,ham
URGENT: Wire transfer of $100 received in your name. Confirm identity to release funds.,spam
Hot singles in your area are waiting to meet you! Click here to join free.,spam
URGENT! Your lottery ticket has won $500! Contact our claims department immediately.,spam
Lose weight fast without diet or exercise! Try this one weird trick.,spam
The new office space looks amazing! Have you seen the rooftop terrace? Have a great evening!,ham
"ACTION REQUIRED! Dear winner, you are the lucky recipient of $1000000. Send your bank details to claim.",spam
CONGRATULATIONS! Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
Can you help me move this Saturday? I'll buy pizza and beer. Have a great evening!,ham
Are we still on for coffee this afternoon? I'll be at the usual place.,ham
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday. Looking forward to hearing from you.,ham
FINAL WARNING: Pay your outstanding balance of $5000 or face legal action.,spam
Reminder: your dentist appointment is tomorrow at 10 AM.,ham
Just saw the news about the company merger. What do you think about it?,ham
The code deployment went smoothly. All tests are passing in production.,ham
I've submitted the code review. A few minor comments but overall looks great. Cheers!,ham
Did you see the game last night? What an incredible finish!,ham
Congratulations on the promotion! You definitely deserved it. Let me know your thoughts when you get a chance.,ham
The dog needs to go to the vet for his annual checkup. Can you take him? Cheers!,ham
CLAIM YOUR PRIZE! Attention: Your tax refund of $500 is pending. Submit your details now.,spam
Important: Your package could not be delivered. Confirm your address here: http://tinyurl.com/abc456,spam
ALERT! Congratulations! You've won a $5000 gift card. Click here to claim now!,spam
We should catch up soon. It's been ages since we last hung out!,ham
Just checking in — how are you feeling? I hope you're getting better. PS: Don't forget to submit your timesheet.,ham
"The new office space looks amazing! Have you seen the rooftop terrace? By the way, the coffee machine is fixed.",ham
URGENT: Your account has been compromised. Verify your identity immediately at http://secure-verify.com/login,spam
Just saw the news about the company merger. What do you think about it? Talk soon!,ham
You've received a confidential document. Sign in with your email to view it.,spam
URGENT: Your account has been compromised. Verify your identity immediately at http://update-now.net/confirm,spam
The quarterly report is due next week. I'll need your section by Monday.,ham
I'm thinking of getting a new laptop. Any suggestions?,ham
"WINNER! Dear customer, your Chase card ending in 4532 has unusual activity. Call us now.",spam
Do you know any good plumbers? Our kitchen sink is leaking again.,ham
Earn extra cash by completing simple surveys. Sign up now and get a $500 bonus!,spam
Reminder: team lunch is on Friday. We're going to that Italian place. Cheers!,ham
DON'T MISS OUT! Congratulations! You've won a $50000 gift card. Click here to claim now!,spam
Attention: Your tax refund of $5000 is pending. Submit your details now.,spam
URGENT: Wire transfer of $10000 received in your name. Confirm identity to release funds.,spam
Exclusive deal just for you! Buy one get one free on all brain supplement. Shop now!,spam
"ACTION REQUIRED! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Just wanted to follow up on our meeting yesterday. Can you send me the notes?,ham
VERIFY YOUR ACCOUNT! URGENT: Your account has been compromised. Verify your identity immediately at http://secure-verify.com/login,spam
DON'T MISS OUT! Hot singles in your area are waiting to meet you! Click here to join free.,spam
Make $50000 per week working from home! No experience needed. Start today!,spam
"IMPORTANT NOTICE! Dear customer, your Chase card ending in 4532 has unusual activity. Call us now.",spam
Please find attached the invoice for last month's services. Talk soon!,ham
"FINAL NOTICE! Download free movies, music, and software. Unlimited access with premium membership!",spam
"Download free movies, music, and software. Unlimited access with premium membership!",spam
The neighbors are having a party this Saturday. We're invited!,ham
FREE! You've been chosen for an exclusive credit card with $5000 limit. Pre-approved!,spam
"The flight is confirmed for July 15th. I'll forward you the itinerary. Also, did you check the latest pull request?",ham
CONGRATULATIONS! Earn extra cash by completing simple surveys. Sign up now and get a $1000 bonus!,spam
We should catch up soon. It's been ages since we last hung out!,ham
Your package arrived today. I left it on the kitchen counter.,ham
SECURITY UPDATE! You've received a confidential document. Sign in with your email to view it.,spam
Free iPhone giveaway! Be one of the first 100 to register and win!,spam
CLAIM YOUR PRIZE! Investment opportunity: 500% returns guaranteed. Minimum investment just $50000.,spam
"LIMITED TIME OFFER! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
VERIFY YOUR ACCOUNT! FINAL WARNING: Pay your outstanding balance of $50000 or face legal action.,spam
Earn extra cash by completing simple surveys. Sign up now and get a $1000000 bonus!,spam
CONGRATULATIONS! You've received a confidential document. Sign in with your email to view it.,spam
VERIFY YOUR ACCOUNT! SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
CONGRATULATIONS! Your email has been selected in our annual draw! You've won a brand new car!,spam
"The neighbors are having a party this Saturday. We're invited! By the way, the coffee machine is fixed.",ham
CONGRATULATIONS! Your inheritance of $50000 is ready. Contact our lawyer to process your claim.,spam
The kids' school play is next Thursday at 6 PM. Can you make it? PS: Don't forget to submit your timesheet.,ham
Reminder: your dentist appointment is tomorrow at 10 AM.,ham
URGENT: Your account has been compromised. Verify your identity immediately at http://bit.ly/xyz123,spam
Free trial expired. Update your payment to continue using Netflix.,spam
"Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
Great presentation today! The client seemed really impressed with the proposal.,ham
IMPORTANT NOTICE! Adult content: Explicit material waiting for you. Click to view now.,spam
Your inheritance of $100 is ready. Contact our lawyer to process your claim.,spam
ACTION REQUIRED! You've been chosen for an exclusive credit card with $5000 limit. Pre-approved!,spam
Important: Your package could not be delivered. Confirm your address here: http://bit.ly/xyz123,spam
LIMITED TIME OFFER! Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
SECURITY UPDATE! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
"Can you send me the WiFi password? I'm at the office and can't connect. Also, did you check the latest pull request?",ham
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets. Cheers!,ham
Let's brainstorm ideas for the hackathon. I'm thinking something with AI. Hope your week is going well!,ham
Can you send me the WiFi password? I'm at the office and can't connect. Hope your week is going well!,ham
The kids' school play is next Thursday at 6 PM. Can you make it?,ham
IMPORTANT NOTICE! Free trial expired. Update your payment to continue using Amazon.,spam
"Thanks for the recommendation letter. It means a lot to me. By the way, the coffee machine is fixed.",ham
IMPORTANT NOTICE! Your lottery ticket has won $5000! Contact our claims department immediately.,spam
Reminder: your dentist appointment is tomorrow at 10 AM. PS: Don't forget to submit your timesheet.,ham
The new office space looks amazing! Have you seen the rooftop terrace?,ham
ALERT! Your inheritance of $1000 is ready. Contact our lawyer to process your claim.,spam
The neighbors are having a party this Saturday. We're invited! PS: Don't forget to submit your timesheet.,ham
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant.",ham
ACTION REQUIRED! Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
ALERT! You've been pre-approved for a loan of $50000. Low interest rates! Apply now.,spam
Movie night tonight? I was thinking we could watch that new thriller. PS: Don't forget to submit your timesheet.,ham
"The neighbors are having a party this Saturday. We're invited! By the way, the coffee machine is fixed.",ham
I updated the API documentation. Can you review the new endpoints?,ham
Can you send me the WiFi password? I'm at the office and can't connect.,ham
I loved the photos from your trip! Japan looks absolutely beautiful. Hope your week is going well!,ham
VERIFY YOUR ACCOUNT! Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
"The kids' school play is next Thursday at 6 PM. Can you make it? By the way, the coffee machine is fixed.",ham
Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,ham
Congratulations on the promotion! You definitely deserved it.,ham
The project deadline has been extended to next Friday. Let me know if you need help.,ham
WARNING: Virus detected on your device. Download our security tool immediately.,spam
"Dear winner, you are the lucky recipient of $500. Send your bank details to claim.",spam
"Movie night tonight? I was thinking we could watch that new thriller. Also, did you check the latest pull request?",ham
Did you see the game last night? What an incredible finish!,ham
VERIFY YOUR ACCOUNT! Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
Get a diploma from a prestigious university! No classes required. Apply today.,spam
DON'T MISS OUT! Claim your free trial of smartwatch today! No credit card required.,spam
"CONGRATULATIONS! Download free movies, music, and software. Unlimited access with premium membership!",spam
VERIFY YOUR ACCOUNT! You've been chosen for an exclusive credit card with $100 limit. Pre-approved!,spam
LIMITED TIME OFFER! Your lottery ticket has won $10000! Contact our claims department immediately.,spam
CONGRATULATIONS! Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
The code deployment went smoothly. All tests are passing in production.,ham
ALERT: Your Citibank account will be suspended unless you update your information now.,spam
"Dear customer, your Bank of America card ending in 4532 has unusual activity. Call us now.",spam
The dog needs to go to the vet for his annual checkup. Can you take him?,ham
ALERT: Your Chase account will be suspended unless you update your information now.,spam
Please find attached the invoice for last month's services. Talk soon!,ham
Are we still on for coffee this afternoon? I'll be at the usual place. Have a great evening!,ham
"CONGRATULATIONS! Dear customer, your Citibank card ending in 4532 has unusual activity. Call us now.",spam
Are we still on for coffee this afternoon? I'll be at the usual place.,ham
FINAL NOTICE! Your Amazon account has been locked. Click here to unlock: http://update-now.net/confirm,spam
ACT NOW! Work from home and earn $50000/month. Join our team of successful entrepreneurs!,spam
EXCLUSIVE OFFER! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
Your package arrived today. I left it on the kitchen counter. PS: Don't forget to submit your timesheet.,ham
"I've submitted the code review. A few minor comments but overall looks great. Also, did you check the latest pull request?",ham
FREE! Your lottery ticket has won $10000! Contact our claims department immediately.,spam
FINAL NOTICE! Free trial expired. Update your payment to continue using PayPal.,spam
The quarterly report is due next week. I'll need your section by Monday. PS: Don't forget to submit your timesheet.,ham
"FINAL NOTICE! Hi, I'm a Nigerian prince and I need your help to transfer $100. You'll get 30%.",spam
EXCLUSIVE OFFER! You've been chosen for an exclusive credit card with $1000 limit. Pre-approved!,spam
The project deadline has been extended to next Friday. Let me know if you need help. Talk soon!,ham
"Dear winner, you are the lucky recipient of $50000. Send your bank details to claim.",spam
Investment opportunity: 500% returns guaranteed. Minimum investment just $10000.,spam
Sorry I missed your call. I was in a meeting. What did you need?,ham
Congratulations! You've won a $10000 gift card. Click here to claim now!,spam
Act now! Lose 10 pounds in 10 days with this miracle pill. Order today!,spam
Just wanted to follow up on our meeting yesterday. Can you send me the notes?,ham
CLAIM YOUR PRIZE! Get rich quick! Follow our simple 3-step system to make $1000000 weekly.,spam
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,ham
"SECURITY UPDATE! Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
I'll be working from home tomorrow. You can reach me on Slack or email. Cheers!,ham
Just checking in — how are you feeling? I hope you're getting better. Have a great evening!,ham
The quarterly report is due next week. I'll need your section by Monday.,ham
I'll be working from home tomorrow. You can reach me on Slack or email.,ham
The neighbors are having a party this Saturday. We're invited!,ham
Reminder: team lunch is on Friday. We're going to that Italian place.,ham
The gym is offering a discount for annual memberships. Interested? Talk soon!,ham
IMPORTANT NOTICE! Get a free vacation to the Bahamas! Just complete a short survey to qualify.,spam
Just finished the sprint retrospective notes. Sharing with the team now.,ham
Get a diploma from a prestigious university! No classes required. Apply today.,spam
WARNING! You are one step away from financial freedom! Learn our secret trading strategy.,spam
ACT NOW! URGENT: Wire transfer of $50000 received in your name. Confirm identity to release funds.,spam
Please find attached the invoice for last month's services.,ham
The yoga class starts at 7 AM. Want to join me tomorrow? Talk soon!,ham
WARNING! You are one step away from financial freedom! Learn our secret trading strategy.,spam
WARNING! Lose weight fast without diet or exercise! Try this one weird trick.,spam
The AC in the conference room is broken again. I've filed a maintenance request.,ham
Make $1000 per week working from home! No experience needed. Start today!,spam
"WARNING! Download free movies, music, and software. Unlimited access with premium membership!",spam
VERIFY YOUR ACCOUNT! Your inheritance of $100 is ready. Contact our lawyer to process your claim.,spam
Limited time: Get premium Google for 90% off. Use code SAVE90 at checkout.,spam
CLAIM YOUR PRIZE! FINAL WARNING: Pay your outstanding balance of $50000 or face legal action.,spam
"Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
"The weather looks great this weekend. Want to go hiking? By the way, the coffee machine is fixed.",ham
FINAL NOTICE! WARNING: Virus detected on your device. Download our security tool immediately.,spam
Could you pick up some groceries on your way home? We need milk and bread.,ham
DON'T MISS OUT! WARNING: Virus detected on your device. Download our security tool immediately.,spam
Investment opportunity: 500% returns guaranteed. Minimum investment just $50000.,spam
Did you see the game last night? What an incredible finish!,ham
ALERT: Your Bank of America account will be suspended unless you update your information now.,spam
You are one step away from financial freedom! Learn our secret trading strategy.,spam
SPECIAL PROMOTION! Free trial expired. Update your payment to continue using Amazon.,spam
Claim your free trial of smartwatch today! No credit card required.,spam
"The flight is confirmed for July 15th. I'll forward you the itinerary. By the way, the coffee machine is fixed.",ham
Mom wants to know if you're coming for Thanksgiving dinner. See you at the standup tomorrow.,ham
SECURITY UPDATE! Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
Great presentation today! The client seemed really impressed with the proposal. Let me know your thoughts when you get a chance.,ham
Earn extra cash by completing simple surveys. Sign up now and get a $10000 bonus!,spam
ACTION REQUIRED! You are one step away from financial freedom! Learn our secret trading strategy.,spam
LIMITED TIME OFFER! Shocking news: Celebrity reveals weight loss secret. Doctors hate this trick!,spam
Free trial expired. Update your payment to continue using Netflix.,spam
The kids' school play is next Thursday at 6 PM. Can you make it?,ham
I've submitted the code review. A few minor comments but overall looks great. Cheers!,ham
WARNING! Your inheritance of $10000 is ready. Contact our lawyer to process your claim.,spam
"Dear winner, you are the lucky recipient of $1000. Send your bank details to claim.",spam
Just finished the sprint retrospective notes. Sharing with the team now.,ham
"Hi, I'm a Nigerian prince and I need your help to transfer $10000. You'll get 30%.",spam
FINAL NOTICE! Your Google subscription is expiring. Renew now to avoid losing access: http://tinyurl.com/abc456,spam
Lose weight fast without diet or exercise! Try this one weird trick.,spam
"Did you see the game last night? What an incredible finish! By the way, the coffee machine is fixed.",ham
I'm thinking of getting a new laptop. Any suggestions?,ham
SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
"Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday. Have a great evening!,ham
Free iPhone giveaway! Be one of the first 100 to register and win!,spam
Sorry I missed your call. I was in a meeting. What did you need? Have a great evening!,ham
FINAL NOTICE! Adult content: Explicit material waiting for you. Click to view now.,spam
"Great presentation today! The client seemed really impressed with the proposal. By the way, the coffee machine is fixed.",ham
I loved the photos from your trip! Japan looks absolutely beautiful. Have a great evening!,ham
I need to renew my passport. Do you know how long it takes? See you at the standup tomorrow.,ham
EXCLUSIVE OFFER! Make $100 per week working from home! No experience needed. Start today!,spam
SECURITY UPDATE! Get a diploma from a prestigious university! No classes required. Apply today.,spam
WINNER! FINAL WARNING: Pay your outstanding balance of $10000 or face legal action.,spam
You've been chosen for an exclusive credit card with $10000 limit. Pre-approved!,spam
Act now! Lose 21 pounds in 21 days with this miracle pill. Order today!,spam
We should catch up soon. It's been ages since we last hung out! Let me know your thoughts when you get a chance.,ham
I'm thinking of getting a new laptop. Any suggestions?,ham
The gym is offering a discount for annual memberships. Interested? PS: Don't forget to submit your timesheet.,ham
Just saw the news about the company merger. What do you think about it?,ham
The weather looks great this weekend. Want to go hiking? Hope your week is going well!,ham
Important: Your package could not be delivered. Confirm your address here: http://tinyurl.com/abc456,spam
I'll be working from home tomorrow. You can reach me on Slack or email. Hope your week is going well!,ham
Free trial expired. Update your payment to continue using Amazon.,spam
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday. Cheers!,ham
URGENT: Wire transfer of $10000 received in your name. Confirm identity to release funds.,spam
CONGRATULATIONS! URGENT: Wire transfer of $5000 received in your name. Confirm identity to release funds.,spam
I updated the API documentation. Can you review the new endpoints?,ham
We should catch up soon. It's been ages since we last hung out! Let me know your thoughts when you get a chance.,ham
ACT NOW! Join millions of satisfied users! Try weight loss pills risk-free for 30 days.,spam
